avg_coord,x_y_grid_pt,city_state,current_temp,wind,description
-19.428,"53, 99","St. Ignace,MI",29.0,5 mph,Partly Cloudy
-29.1686,"41, 85","Danville,AR",57.0,5 mph,Cloudy
-29.533950000000004,"83, 116","Hide-A-Way Lake,MS",65.0,0 mph,Patchy Fog
-27.81425,"30, 86","Madison,NE",37.0,16 mph,Mostly Cloudy
-15.9513,"56, 30","Glasco,NY",39.0,8 mph,Mostly Clear
-20.8172,"42, 88","Reed City,MI",29.0,5 mph,Partly Cloudy
-22.87665,"133, 76","Hunter,TN",48.0,0 to 5 mph,Clear
-28.95415000000001,"87, 47","Mendenhall,MS",65.0,0 mph,Patchy Fog
-41.0411,"72, 55","Buckhorn,CA",34.0,13 to 23 mph,Rain Showers Likely
-28.8823,"19, 17","Seneca,MO",53.0,5 mph,Mostly Cloudy
-22.12305,"48, 70","Wright-Patterson AFB,OH",37.0,9 mph,Mostly Cloudy
-19.3415,"129, 75","Conneaut Lakeshore,PA",36.0,5 mph,Partly Cloudy
-12.76185,"85, 89","Hallowell,ME",37.0,10 mph,Clear
-23.9862,"37, 51","Johnston,SC",60.0,7 mph,Mostly Clear
-22.554,"32, 52","New Miami,OH",37.0,9 mph,Mostly Cloudy
-24.06275,"144, 106","Barranquitas,PR",68.0,3 mph,Isolated Rain Showers
-27.24395,"104, 51","Virginia Gardens,FL",73.0,8 mph,Slight Chance Rain Showers
-16.830049999999996,"77, 50","Susquehanna Depot,PA",36.0,5 mph,Mostly Cloudy
-37.9584,"149, 101","Odell,OR",25.0,6 mph,Mostly Cloudy
-20.665800000000004,"48, 24","Paden City,WV",37.0,6 mph,Partly Cloudy
-19.7968,"121, 46","Poland,OH",34.0,5 mph,Mostly Cloudy
-26.29355,"80, 89","Riverside,AL",60.0,5 mph,Patchy Fog
-24.421100000000003,"91, 68","St. Bonifacius,MN",32.0,10 mph,Mostly Cloudy
-31.20885,"149, 14","Kimball,NE",31.0,10 mph,Partly Cloudy
-18.2883,"108, 34","Highspire,PA",44.0,9 mph,Partly Cloudy
-22.01105,"57, 51","Albion,IN",36.0,5 mph,Partly Cloudy
-25.20585,"122, 22","Mount Vernon,GA",65.0,5 mph,Partly Cloudy
-25.43,"79, 64","Decherd,TN",57.0,0 mph,Patchy Fog
-37.16145,"120, 103","Whidbey Island Station,WA",30.0,9 mph,Chance Rain Showers
-32.231449999999995,"75, 99","Dalworthington Gardens,TX",67.0,5 mph,Mostly Cloudy
-32.056749999999994,"70, 121","Ponder,TX",67.0,10 mph,Patchy Fog
-19.9749,"56, 71","Chester,WV",35.0,3 mph,Mostly Cloudy
-31.183650000000004,"72, 105","Kinder,LA",65.0,5 mph,Patchy Fog
-23.60725,"55, 63","Horse Shoe,NC",52.0,2 mph,Mostly Clear
-37.5433,"120, 51","Fife Heights,WA",32.0,7 mph,Slight Chance Rain Showers
-30.6001,"126, 94","Prague,OK",59.0,8 mph,Patchy Fog
-31.7781,"126, 192","Lovell,WY",24.0,15 mph,Scattered Snow Showers
-27.7704,"11, 78","Chamberlain,SD",34.0,15 to 20 mph,Mostly Cloudy
-27.2903,"78, 45","Concordia,MO",44.0,6 mph,Partly Cloudy
-23.59455,"63, 57","Pine Ridge,SC",62.0,6 mph,Mostly Clear
-26.21835,"77, 99","Ashville,AL",59.0,5 mph,Patchy Fog
-25.55475,"93, 39","Henagar,AL",58.0,5 mph,Mostly Clear
-15.880299999999998,"76, 50","Riverside,NY",44.0,13 mph,Mostly Clear
-16.666550000000004,"111, 29","Matamoras,PA",40.0,2 mph,Mostly Clear
-21.475400000000004,"15, 65","Montague,MI",31.0,8 mph,Partly Cloudy
-17.553350000000002,"35, 92","Red Hill,PA",40.0,5 mph,Partly Cloudy
-36.74845,"79, 79","Monroe,UT",40.0,23 mph,Partly Cloudy
-20.6635,"60, 43","New London,OH",36.0,5 mph,Mostly Cloudy
-31.997550000000004,"65, 44","Walters,OK",59.0,8 mph,Areas Of Fog
-35.83725,"70, 124","Brewster,WA",26.0,10 mph,Chance Light Snow
-21.60885,"38, 82","Hinton,WV",42.0,2 mph,Patchy Fog
-27.9825,"87, 86","East Brewton,AL",63.0,0 mph,Mostly Clear
-15.528149999999997,"81, 73","Deep River Center,CT",43.0,7 mph,Mostly Clear
-20.6663,"54, 19","Carleton,MI",35.0,6 mph,Mostly Cloudy
-23.71,"26, 63","Crosslake,MN",31.0,15 mph,Cloudy
-36.91785,"146, 75","Gold Bar,WA",27.0,15 mph,Slight Chance Rain Showers
-24.18735,"19, 53","McCormick,SC",60.0,7 mph,Mostly Clear
-21.6788,"52, 73","Winfield,WV",39.0,7 mph,Partly Cloudy
-20.7862,"25, 39","Byesville,OH",35.0,3 mph,Mostly Cloudy
-22.7751,"18, 32","Winamac,IN",36.0,5 mph,Partly Cloudy
-19.60745,"62, 95","New Wilmington,PA",32.0,3 mph,Partly Cloudy
-31.0741,"38, 86","Wray,CO",39.0,15 mph,Mostly Cloudy
-29.3152,"102, 114","Lyman,MS",66.0,0 mph,Clear
-33.4547,"85, 50","Colorado City,CO",39.0,10 mph,Partly Cloudy
-25.122200000000003,"69, 82","Oxford,GA",62.0,5 mph,Partly Cloudy
-25.74865,"92, 79","Moline Acres,MO",46.0,7 mph,Mostly Cloudy
-22.30815,"34, 83","Maxton,NC",56.0,14 mph,Mostly Clear
-30.3598,"56, 45","Hartshorne,OK",60.0,5 mph,Slight Chance Showers And Thunderstorms
-22.17285,"88, 85","Belgium,WI",38.0,10 mph,Mostly Cloudy
-24.854849999999995,"32, 81","Ely,IA",32.0,10 mph,Partly Cloudy
-26.36795,"51, 75","Hermann,MO",43.0,7 mph,Mostly Cloudy
-32.17895,"74, 87","La Salle,CO",29.0,5 mph,Mostly Cloudy
-33.26905,"38, 86","East Bernard,TX",67.0,5 mph,Patchy Fog
-24.3319,"97, 67","Excelsior,MN",34.0,10 to 15 mph,Partly Cloudy
-24.8452,"79, 23","Altamont,IL",40.0,7 mph,Partly Cloudy
-32.456900000000005,"91, 97","Anahuac,TX",69.0,5 mph,Patchy Fog
-36.0343,"44, 21","West Sharyland,TX",70.0,3 mph,Areas Of Fog
-29.13035,"120, 20","Neodesha,KS",53.0,8 mph,Slight Chance Light Rain
-24.3391,"25, 54","Hardinsburg,KY",47.0,9 mph,Mostly Clear
-30.5038,"30, 91","Belle Rose,LA",67.0,0 mph,Areas Of Fog
-23.721950000000003,"13, 44","Darlington,WI",32.0,10 mph,Partly Cloudy
-16.109099999999998,"41, 67","Brewster,NY",40.0,7 mph,Mostly Clear
-23.385,"104, 65","Mosheim,TN",50.0,5 mph,Mostly Clear
-27.55735,"63, 54","Eastpoint,FL",65.0,5 mph,Mostly Clear
-17.151449999999997,"65, 94","Princeton Junction,NJ",43.0,5 mph,Mostly Clear
-41.38025,"90, 46","Wofford Heights,CA",39.0,5 mph,Chance Light Rain
-25.11005,"50, 61","Olivia,MN",28.0,15 mph,Mostly Cloudy
-38.66905,"113, 88","Mulino,OR",32.0,6 mph,Widespread Frost
-28.623,"63, 96","St. Paul,NE",40.0,15 mph,Mostly Cloudy
-20.0648,"44, 46","Shenandoah,VA",41.0,13 mph,Mostly Clear
-40.36645,"96, 80","Rogue River,OR",35.0,6 mph,Chance Rain Showers
-68.28055,"146, 151","Wheeler AFB,HI",68.0,13 mph,Scattered Rain Showers
-25.1966,"60, 85","Lithonia,GA",64.0,5 mph,Partly Cloudy
-17.244400000000002,"32, 119","Sun Valley,PA",39.0,5 mph,Partly Cloudy
-23.59605,"57, 62","Laurel Park,NC",52.0,3 mph,Mostly Clear
-17.7553,"42, 70","Parkside,PA",45.0,10 mph,Mostly Clear
-24.35145,"51, 101","Cascade,IA",31.0,10 mph,Partly Cloudy
-20.9229,"77, 39","Edgemont Park,MI",33.0,6 mph,Partly Cloudy
-19.023650000000004,"94, 77","Kensington,MD",44.0,13 mph,Mostly Clear
-34.22194999999999,"143, 61","McQueeney,TX",68.0,5 mph,Patchy Fog
-22.7336,"68, 62","Dousman,WI",35.0,5 to 10 mph,Mostly Cloudy
-21.611400000000003,"46, 69","Green Level,NC",49.0,13 mph,Clear
-16.205099999999998,"37, 63","Shenorock,NY",40.0,8 mph,Mostly Clear
-27.508099999999995,"47, 55","Bridgetown,MS",60.0,5 mph,Patchy Fog
-16.93345,"86, 90","West Belmar,NJ",45.0,15 mph,Mostly Clear
-23.3574,"62, 77","Winnsboro Mills,SC",59.0,6 mph,Mostly Clear
-26.5961,"24, 56","Campbell,FL",71.0,5 to 10 mph,Mostly Clear
-21.704550000000005,"52, 60","Fairlawn,VA",42.0,0 mph,Patchy Fog
-23.8199,"16, 62","Amboy,IL",35.0,10 mph,Partly Cloudy
-30.69445,"53, 18","Antlers,OK",60.0,5 mph,Patchy Drizzle
-20.3223,"55, 45","Bethlehem,WV",35.0,6 mph,Mostly Cloudy
-23.0205,"78, 87","Kershaw,SC",58.0,7 mph,Mostly Clear
-41.3336,"96, 42","Weldon,CA",39.0,5 mph,Chance Light Rain
-18.0393,"121, 42","Lebanon South,PA",41.0,9 mph,Partly Cloudy
-13.146150000000002,"62, 82","South Paris,ME",36.0,15 mph,Clear
-29.507549999999995,"91, 110","Kiln,MS",66.0,0 mph,Mostly Clear
-24.39455,"174, 120","Petersburg,IN",45.0,7 mph,Partly Cloudy
-26.72425,"108, 88","Pine Air,FL",74.0,10 mph,Slight Chance Rain Showers
-22.06535,"58, 64","Shawnee Hills,OH",36.0,13 mph,Mostly Cloudy
-41.65515,"69, 54","Richgrove,CA",45.0,5 to 10 mph,Partly Cloudy
-26.27595,"103, 88","Flandreau,SD",25.0,20 mph,Mostly Cloudy
-35.8619,"56, 22","La Blanca,TX",69.0,5 mph,Areas Of Fog
-31.2468,"31, 65","Liberty City,TX",67.0,5 mph,Patchy Fog
-14.2914,"84, 82","Marshfield Hills,MA",45.0,18 mph,Clear
-35.0629,"121, 154","La Mesilla,NM",38.0,5 mph,Mostly Clear
-18.24545,"42, 32","Riverview,DE",47.0,15 mph,Mostly Clear
-40.3246,"24, 123","Portola,CA",23.0,0 to 5 mph,Snow
-32.7364,"49, 69","Coal Creek,CO",33.0,13 mph,Partly Cloudy
-33.0172,"63, 30","Panhandle,TX",51.0,15 mph,Patchy Fog
-27.163500000000003,"83, 70","Hazen,ND",22.0,7 mph,Cloudy
-68.5848,"92, 181","Anahola,HI",70.0,14 mph,Chance Rain Showers
-41.09779999999999,"79, 35","Twain Harte,CA",35.0,13 to 21 mph,Rain Showers
-22.08485,"54, 66","Wilberforce,OH",36.0,12 mph,Mostly Cloudy
-21.5418,"72, 53","Ferrum,VA",48.0,6 mph,Clear
-16.5819,"52, 95","Nedrow,NY",37.0,7 mph,Partly Cloudy
-23.84885,"76, 56","Mascot,TN",52.0,5 mph,Mostly Clear
-27.57895,"16, 84","Harrisburg,AR",58.0,5 mph,Mostly Cloudy
-38.4793,"84, 45","Star Valley,AZ",41.0,6 mph,Mostly Clear
-34.0107,"55, 36","Idalou,TX",56.0,10 mph,Patchy Drizzle
-21.87295,"85, 69","Navassa,NC",58.0,12 mph,Clear
-23.60245,"85, 49","Junction City,KY",44.0,6 mph,Mostly Clear
-24.4272,"45, 21","West Union,IA",31.0,10 mph,Mostly Cloudy
-34.2404,"119, 21","Mason,TX",64.0,10 mph,Mostly Cloudy
-28.838400000000004,"49, 99","Hollandale,MS",64.0,5 mph,Patchy Fog
-39.31935,"111, 22","Whetstone,AZ",41.0,6 mph,Mostly Clear
-37.61055,"112, 60","Burley,WA",31.0,10 mph,Slight Chance Rain Showers
-32.028400000000005,"74, 66","Red Lodge,MT",16.0,7 to 12 mph,Light Snow Likely
-21.65935,"64, 73","Bronson,MI",33.0,5 mph,Partly Cloudy
-23.3507,"88, 15","Fowler,IN",36.0,10 mph,Partly Cloudy
-31.9461,"111, 81","Tool,TX",66.0,0 mph,Partly Cloudy
-25.69855,"46, 140","Canton,MO",40.0,6 mph,Mostly Cloudy
-68.2025,"237, 61","Honaunau-Napoopoo,HI",61.0,3 mph,Partly Cloudy
-30.9794,"102, 89","Milton,LA",66.0,5 mph,Patchy Fog
-23.8554,"20, 59","Pequot Lakes,MN",32.0,15 mph,Mostly Cloudy
-26.472400000000004,"118, 48","Hull,IA",31.0,15 mph,Mostly Cloudy
-33.5706,"97, 111","Anson,TX",62.0,15 mph,Mostly Cloudy
-25.3874,"93, 53","Bridgeport,AL",58.0,0 mph,Patchy Fog
-18.2536,"118, 27","Wrightsville,PA",42.0,9 mph,Partly Cloudy
-15.5382,"84, 69","Old Saybrook Center,CT",44.0,9 mph,Clear
-41.696200000000005,"63, 59","Romoland,CA",52.0,15 mph,Light Rain Likely
-22.57635,"41, 40","Terrace Park,OH",38.0,9 mph,Partly Cloudy
-15.4182,"16, 62","Salmon Brook,CT",37.0,8 mph,Clear
-19.47835,"91, 74","Orchard Hills,PA",34.0,2 mph,Partly Cloudy
-20.68615,"57, 14","Woodland Beach,MI",37.0,6 mph,Partly Cloudy
-27.49925,"56, 90","Redington Shores,FL",71.0,15 mph,Partly Cloudy
-17.1792,"78, 79","Pine Ridge at Crestwood,NJ",46.0,5 to 10 mph,Mostly Clear
-35.424800000000005,"109, 136","Santo Domingo Pueblo,NM",39.0,10 mph,Partly Cloudy
-16.02285,"55, 25","Lincoln Park,NY",38.0,6 mph,Mostly Clear
-41.0562,"77, 45","Arnold,CA",32.0,17 to 26 mph,Rain And Snow Showers Likely
-18.5939,"36, 84","Johnsonburg,PA",33.0,5 mph,Mostly Cloudy
-41.8377,"71, 28","Weedpatch,CA",47.0,5 mph,Partly Cloudy
-20.9494,"35, 18","Clinton,MI",32.0,5 mph,Partly Cloudy
-26.235949999999995,"110, 91","Parsons,TN",57.0,5 mph,Mostly Cloudy
-24.30115,"39, 24","Gumlog,GA",60.0,6 mph,Partly Cloudy
-37.8975,"106, 36","Rainier,WA",28.0,3 mph,Slight Chance Rain Showers
-30.07375,"58, 68","Texanna,OK",58.0,10 mph,Slight Chance Showers And Thunderstorms
-19.67205,"75, 77","Croswell,MI",36.0,3 mph,Mostly Cloudy
-25.80955,"91, 75","Wellston,MO",46.0,7 mph,Mostly Cloudy
-21.96985,"64, 37","Oceana,WV",44.0,3 mph,Mostly Clear
-19.4886,"72, 93","Slippery Rock University,PA",32.0,5 mph,Partly Cloudy
-15.63685,"85, 60","Greenport West,NY",48.0,17 mph,Clear
-25.01805,"23, 22","Ludowici,GA",63.0,1 to 5 mph,Mostly Clear
-37.12995,"137, 66","Carnation,WA",29.0,3 mph,Chance Rain Showers
-38.661150000000006,"99, 122","Vernonia,OR",28.0,5 mph,Widespread Frost
-24.56875,"72, 93","Boquerón,PR",74.0,7 mph,Mostly Clear
-23.68495,"60, 67","Brice Prairie,WI",34.0,7 mph,Partly Cloudy
-25.37705,"118, 102","Ina,IL",49.0,8 mph,Mostly Cloudy
-19.1186,"108, 56","Hughesville,MD",45.0,14 mph,Mostly Clear
-21.36445,"98, 38","Brogden,NC",53.0,14 mph,Clear
-20.4426,"151, 70","Trowbridge Park,MI",33.0,5 mph,Mostly Cloudy
-41.18165,"75, 33","East Sonora,CA",36.0,10 to 14 mph,Rain Showers
-21.741,"85, 24","Denmark,WI",34.0,6 mph,Mostly Cloudy
-37.694500000000005,"109, 127","Carlin,NV",23.0,0 mph,Chance Light Snow
-26.6669,"74, 95","Alamo,TN",57.0,5 mph,Mostly Cloudy
-19.788,"55, 91","Cass City,MI",33.0,2 mph,Partly Cloudy
-26.95955,"17, 102","Guin,AL",60.0,5 mph,Partly Cloudy
-33.251200000000004,"105, 165","Pablo,MT",7.0,12 mph,Mostly Cloudy
-17.4238,"31, 106","Egypt,PA",39.0,5 mph,Partly Cloudy
-42.28785,"81, 117","Sleepy Hollow,CA",46.0,20 mph,Showers And Thunderstorms
-29.99065,"38, 100","Oakhurst,OK",57.0,10 mph,Chance Showers And Thunderstorms
-19.2896,"36, 29","Geistown,PA",35.0,5 mph,Partly Cloudy
-25.4515,"146, 142","Belcourt,ND",22.0,16 mph,Cloudy
-22.3313,"68, 50","Calabash,NC",58.0,12 mph,Mostly Clear
-20.094600000000003,"88, 59","Walton Hills,OH",39.0,5 mph,Partly Cloudy
-29.0902,"38, 32","Herington,KS",47.0,15 mph,Slight Chance Rain Showers
-27.4468,"31, 46","Greensboro,AL",64.0,5 mph,Patchy Fog
-16.159250000000004,"62, 8","Brinckerhoff,NY",40.0,7 mph,Mostly Clear
-27.1042,"65, 113","Quail Ridge,FL",67.0,7 mph,Partly Cloudy
-22.66945,"32, 43","Skyline Acres,OH",38.0,9 mph,Mostly Cloudy
-24.5018,"87, 67","Mayer,MN",31.0,10 mph,Mostly Cloudy
-23.71075,"197, 111","Aguas Claras,PR",74.0,8 mph,Scattered Rain Showers
-41.81875,"96, 17","Clearlake Oaks,CA",40.0,8 mph,Showers And Thunderstorms
-34.17965,"40, 45","Center,CO",26.0,0 to 5 mph,Mostly Clear
-20.038950000000003,"80, 41","Fairdale,PA",33.0,3 mph,Partly Cloudy
-34.34665,"91, 148","Rangely,CO",35.0,5 mph,Partly Cloudy
-31.0381,"60, 132","Fort Polk North,LA",65.0,5 mph,Patchy Fog
-25.3809,"72, 106","Belmond,IA",28.0,14 mph,Partly Cloudy
-19.088800000000003,"65, 102","Wilson-Conococheague,MD",41.0,10 mph,Mostly Clear
-28.38835,"86, 96","Durant,MS",64.0,0 mph,Patchy Fog
-21.10375,"102, 94","Utica,OH",35.0,9 mph,Mostly Cloudy
-27.746,"32, 51","Tunica Resorts,MS",60.0,5 mph,Patchy Fog
-41.54645,"69, 65","Poplar-Cotton Center,CA",45.0,5 to 10 mph,Slight Chance Light Rain
-21.80095,"70, 53","Waterloo,IN",35.0,5 mph,Partly Cloudy
-14.482499999999998,"86, 66","West Wareham,MA",40.0,9 mph,Clear
-25.84745,"81, 52","Mitchellville,IA",36.0,10 mph,Partly Cloudy
-18.38705,"73, 62","Zion,PA",37.0,5 mph,Mostly Cloudy
-29.02915,"124, 114","Escatawpa,MS",65.0,0 mph,Mostly Clear
-23.7432,"37, 45","Spencer,IN",42.0,9 mph,Partly Cloudy
-32.464600000000004,"73, 117","Splendora,TX",66.0,5 mph,Patchy Fog
-16.7602,"61, 128","Ogdensburg,NJ",39.0,5 mph,Mostly Clear
-19.54445,"77, 83","Oak Hills,PA",32.0,3 mph,Partly Cloudy
-23.6027,"76, 54","Westby,WI",31.0,10 mph,Partly Cloudy
-17.24865,"44, 107","Alpha,NJ",40.0,5 mph,Mostly Clear
-21.4855,"83, 43","Four Oaks,NC",53.0,13 mph,Clear
-41.2917,"25, 57","Westmorland,CA",56.0,10 mph,Mostly Clear
-16.323349999999998,"48, 43","Oyster Bay Cove,NY",45.0,13 mph,Mostly Clear
-25.1858,"69, 27","Madelia,MN",25.0,10 to 15 mph,Mostly Cloudy
-27.517850000000003,"9, 63","Aliceville,AL",64.0,5 mph,Patchy Fog
-68.16165,"235, 67","Honalo,HI",61.0,7 mph,Partly Cloudy then Isolated Rain Showers
-20.012500000000003,"41, 53","New Market,VA",40.0,9 mph,Mostly Clear
-22.2387,"85, 84","Fredonia,WI",35.0,10 mph,Mostly Cloudy
-27.70935,"79, 52","Grove City,FL",70.0,13 mph,Partly Cloudy
-17.889799999999997,"100, 74","Watsontown,PA",40.0,7 mph,Partly Cloudy
-24.79465,"93, 31","Janesville,MN",30.0,10 to 15 mph,Mostly Cloudy
-24.49575,"56, 7","Tompkinsville,KY",53.0,8 mph,Mostly Clear
-33.922450000000005,"121, 143","Meeker,CO",33.0,10 mph,Partly Cloudy
-23.6341,"43, 45","Seneca,IL",36.0,10 mph,Partly Cloudy
-42.43675,"98, 65","Aptos Hills-Larkin Valley,CA",45.0,10 to 15 mph,Showers And Thunderstorms
-22.3978,"41, 55","Hunter,OH",37.0,10 mph,Mostly Cloudy
-39.203050000000005,"81, 88","Willamina,OR",31.0,2 to 6 mph,Mostly Cloudy
-26.65525,"62, 4","Lamoni,IA",37.0,10 mph,Mostly Cloudy
-33.104600000000005,"104, 185","Lakeside,MT",7.0,13 mph,Partly Cloudy
-23.914449999999995,"164, 110","Los Prados,PR",71.0,5 mph,Isolated Rain Showers
-26.2189,"98, 77","Lineville,AL",60.0,5 mph,Partly Cloudy
-67.73079999999999,"216, 126","Paia,HI",69.0,21 mph,Scattered Rain Showers
-67.82065,"216, 117","Keokea,HI",57.0,7 mph,Mostly Clear
-18.53915,"28, 10","Falconer,NY",34.0,6 mph,Mostly Cloudy
-24.3181,"10, 73","Ferdinand,IN",46.0,8 mph,Partly Cloudy
-24.7356,"38, 83","Lisbon,IA",32.0,10 mph,Partly Cloudy
-17.594800000000003,"36, 88","Spring Mount,PA",41.0,5 mph,Mostly Clear
-30.36685,"163, 90","Colstrip,MT",19.0,13 mph,Slight Chance Light Snow
-40.67825,"44, 155","Shingletown,CA",30.0,14 to 20 mph,Snow Showers
-25.072900000000004,"22, 13","Fairmount,TN",55.0,5 mph,Mostly Clear
-35.71305,"38, 54","Laughlin AFB,TX",70.0,15 mph,Slight Chance Showers And Thunderstorms
-33.5256,"38, 113","Leadville North,CO",26.0,10 mph,Partly Cloudy
-21.1756,"78, 71","Franklinton,NC",49.0,12 mph,Clear
-17.08215,"76, 88","Vista Center,NJ",45.0,5 mph,Mostly Clear
-16.532249999999998,"119, 73","Phoenix,NY",37.0,9 mph,Mostly Clear
-29.3309,"52, 57","Lake Hamilton,AR",58.0,5 mph,Patchy Fog
-24.9388,"120, 82","La Porte City,IA",33.0,10 mph,Partly Cloudy
-17.3517,"55, 88","Newtown,PA",43.0,10 mph,Mostly Clear
-24.5462,"81, 70","Winsted,MN",31.0,10 mph,Mostly Cloudy
-38.0537,"59, 128","Grand Canyon Village,AZ",33.0,13 mph,Partly Cloudy
-27.897,"6, 35","York,AL",63.0,5 mph,Patchy Fog
-22.4698,"35, 17","Mulberry,NC",48.0,2 mph,Clear
-17.57755,"61, 8","East Berwick,PA",41.0,2 mph,Partly Cloudy
-33.67765,"162, 87","Garfield,TX",65.0,0 mph,Patchy Fog
-27.44855,"47, 71","Plattsburg,MO",42.0,8 mph,Mostly Cloudy
-20.467450000000003,"25, 69","Chesaning,MI",32.0,2 mph,Clear
-36.35945,"64, 67","Royal City,WA",28.0,14 mph,Mostly Cloudy
-15.580650000000002,"81, 68","Westbrook Center,CT",44.0,13 mph,Clear
-23.83915,"182, 105","La Fermina,PR",73.0,6 mph,Scattered Rain Showers
-27.637950000000004,"64, 32","Holden,MO",46.0,6 mph,Mostly Cloudy
-14.249499999999998,"107, 64","West Dennis,MA",43.0,16 mph,Clear
-19.087399999999995,"76, 90","Jefferson,MD",42.0,10 mph,Partly Cloudy
-20.566650000000003,"20, 62","Sugarcreek,OH",33.0,6 mph,Partly Cloudy
-19.68405,"61, 90","Oakwood,PA",32.0,2 mph,Partly Cloudy
-16.3411,"30, 59","Buchanan,NY",43.0,7 mph,Mostly Clear
-22.909650000000003,"59, 48","Jackson,KY",40.0,2 mph,Clear
-22.255749999999995,"146, 30","Park Falls,WI",28.0,5 to 10 mph,Mostly Cloudy
-22.734050000000003,"71, 58","North Prairie,WI",35.0,10 mph,Mostly Cloudy
-19.0485,"121, 49","Drum Point,MD",51.0,17 mph,Mostly Clear
-41.23195,"93, 60","Sky Valley,CA",56.0,5 mph,Chance Light Rain
-27.5234,"36, 35","Uniontown,AL",63.0,5 mph,Patchy Fog
-33.53865,"11, 94","Weimar,TX",67.0,5 mph,Patchy Fog
-24.5409,"33, 51","Guyton,GA",64.0,5 mph,Partly Cloudy
-26.50055,"78, 15","Sewall's Point,FL",77.0,20 mph,Slight Chance Rain Showers
-21.197000000000003,"53, 7","Centerburg,OH",38.0,10 mph,Mostly Cloudy
-41.1882,"73, 36","Columbia,CA",39.0,8 to 13 mph,Rain Showers
-23.36145,"58, 50","Elwood,IL",36.0,10 mph,Partly Cloudy
-29.14475,"115, 25","Fredonia,KS",53.0,8 mph,Slight Chance Light Rain
-16.2807,"123, 89","Pulaski,NY",34.0,10 mph,Mostly Clear
-37.5086,"116, 64","Southworth,WA",33.0,8 mph,Slight Chance Rain Showers
-19.936100000000003,"82, 47","Brownsville,PA",34.0,3 mph,Partly Cloudy
-24.6527,"33, 95","Farmington,IL",37.0,13 mph,Partly Cloudy
-30.89665,"83, 121","Hennessey,OK",57.0,8 mph,Patchy Fog
-22.536300000000004,"131, 72","Mount Pleasant,NC",55.0,7 mph,Mostly Clear
-39.347350000000006,"148, 67","Dolan Springs,AZ",49.0,16 mph,Partly Cloudy
-41.32475,"114, 11","Boron,CA",44.0,5 to 15 mph,Light Rain Likely
-36.3295,"157, 72","Union,OR",26.0,9 mph,Mostly Cloudy
-28.109800000000003,"26, 74","North Eagle Butte,SD",32.0,21 mph,Partly Cloudy
-26.74795,"104, 105","Grenelefe,FL",68.0,7 mph,Partly Cloudy
-30.8567,"122, 78","Baldwin,LA",67.0,5 mph,Partly Cloudy
-18.06925,"118, 42","Cleona,PA",41.0,9 mph,Partly Cloudy
-24.627650000000003,"40, 37","Henderson,GA",64.0,1 to 6 mph,Mostly Clear
-29.2264,"104, 6","Lumberton,MS",65.0,0 mph,Patchy Fog
-17.56625,"56, 70","Gibbsboro,NJ",46.0,10 mph,Mostly Clear
-22.98255,"128, 73","Central,TN",47.0,0 mph,Mostly Clear
-19.9392,"92, 67","Gates Mills,OH",39.0,5 mph,Partly Cloudy
-13.7257,"67, 33","Cape Neddick,ME",42.0,15 mph,Clear
-28.00755,"53, 43","Fort Pierre,SD",36.0,17 mph,Mostly Cloudy
-41.135000000000005,"78, 33","Soulsbyville,CA",38.0,8 to 14 mph,Rain Showers
-22.30075,"46, 19","Jonesville,NC",48.0,2 mph,Clear
-21.34355,"81, 79","Jonesville,MI",33.0,5 mph,Partly Cloudy
-30.72135,"140, 70","Amelia,LA",67.0,5 mph,Partly Cloudy
-19.9075,"94, 66","Chesterland,OH",38.0,5 mph,Mostly Cloudy
-25.97835,"45, 85","Oak Hill,FL",74.0,20 mph,Slight Chance Rain Showers
-26.1952,"81, 128","South Fulton,TN",56.0,5 mph,Mostly Cloudy
-26.38705,"25, 72","Eatonville,FL",70.0,10 mph,Slight Chance Rain Showers
-22.039100000000005,"52, 73","Green Meadows,OH",36.0,12 mph,Mostly Cloudy
-26.511900000000004,"73, 78","Vincent,AL",61.0,5 mph,Patchy Fog
-29.65255,"51, 141","Magnolia,MS",65.0,0 mph,Areas Of Fog
-22.312800000000003,"17, 73","Bridgman,MI",35.0,5 mph,Partly Cloudy
-31.08985,"56, 132","New Llano,LA",65.0,5 mph,Patchy Fog
-17.67865,"50, 68","Wenonah,NJ",46.0,10 mph,Mostly Clear
-21.2441,"23, 8","Hudson,MI",32.0,5 mph,Partly Cloudy
-40.5012,"71, 123","East Quincy,CA",23.0,5 mph,Snow Showers Likely
-24.11985,"54, 115","Henry,IL",35.0,5 mph,Mostly Clear
-23.1641,"68, 18","Evarts,KY",45.0,2 mph,Clear
-29.99845,"31, 57","Sterling,KS",50.0,10 mph,Patchy Fog
-14.337149999999998,"123, 23","White River Junction,VT",37.0,13 mph,Mostly Clear
-30.85775,"158, 93","Holyoke,CO",38.0,14 mph,Mostly Cloudy
-23.9934,"13, 52","West Terre Haute,IN",40.0,8 mph,Partly Cloudy
-33.75705,"148, 96","Hudson Bend,TX",66.0,5 mph,Partly Cloudy
-24.8284,"76, 51","Gaylord,MN",30.0,10 mph,Mostly Cloudy
-17.711599999999997,"30, 85","South Pottstown,PA",40.0,5 mph,Mostly Clear
-22.651750000000003,"35, 41","Elmwood Place,OH",39.0,9 mph,Mostly Cloudy
-20.33975,"38, 30","Crimora,VA",41.0,14 mph,Mostly Clear
