cs_key,city_state,county_name,s_key,population,density,lat,lng,timezone,zips
23375,"Florida,OH",Henry,35,214,367,41.3237,-84.2004,America/New_York,43545
23376,"Meansville,GA",Pike,10,214,164,33.0508,-84.3083,America/New_York,30256
23377,"Coffee Springs,AL",Geneva,1,214,105,31.1664,-85.9102,America/Chicago,36318
23378,"Dennison,MN",Goodhue,23,214,65,44.4088,-93.0303,America/Chicago,55018
23379,"Long Point,IL",Livingston,13,214,446,41.0054,-88.893,America/Chicago,61333
23380,"Thurman,IA",Fremont,15,214,148,40.8202,-95.7488,America/Chicago,51654
23381,"Bluffton,MN",Otter Tail,23,214,30,46.4696,-95.2337,America/Chicago,56518 56482
23382,"Elderon,WI",Marathon,49,214,73,44.7843,-89.248,America/Chicago,54427 54499 54429
23383,"Mantee,MS",Webster,24,214,18,33.7226,-89.0597,America/Chicago,39751
23384,"New Burnside,IL",Johnson,13,214,79,37.5786,-88.7726,America/Chicago,62967
23385,"Hambleton,WV",Tucker,48,214,600,39.0813,-79.6453,America/New_York,26269
23386,"Sheldon,WI",Rusk,49,214,124,45.3119,-90.9567,America/Chicago,54766
23387,"Mellette,SD",Spink,41,214,322,45.1544,-98.4983,America/Chicago,57461
23388,"Jesterville,MD",Wicomico,20,214,52,38.2897,-75.8928,America/New_York,21814
23389,"Bier,MD",Allegany,20,214,56,39.5525,-78.8692,America/New_York,21502 21557
23390,"Cherokee Strip,CA",Kern,5,214,911,35.4698,-119.2617,America/Los_Angeles,93263
23391,"Lower Santan Village,AZ",Pinal,3,214,19,33.1427,-111.7853,America/Phoenix,85147
23392,"Napoleon,MO",Lafayette,25,213,47,39.1293,-94.0857,America/Chicago,64074
23393,"Straughn,IN",Henry,14,213,584,39.8083,-85.2909,America/Indiana/Indianapolis,47387
23394,"Phenix,VA",Charlotte,46,213,71,37.0811,-78.7485,America/New_York,23959
23395,"Frontier,ND",Cass,34,213,437,46.8002,-96.8332,America/Chicago,58104
23396,"Seibert,CO",Kit Carson,6,213,239,39.298,-102.8695,America/Denver,80834
23397,"Garland,NE",Seward,27,213,490,40.9446,-96.9855,America/Chicago,68360
23398,"Fisher,AR",Poinsett,4,213,271,35.4915,-90.9725,America/Chicago,72429
23399,"Pierrepont Manor,NY",Jefferson,32,213,122,43.7374,-76.0595,America/New_York,13674 13605 13661
23400,"Lutsen,MN",Cook,23,213,7,47.6715,-90.6885,America/Chicago,55612
23401,"Villa Verde,TX",Hidalgo,43,213,280,26.1303,-97.9956,America/Chicago,78596
23402,"Northrop,MN",Martin,23,213,629,43.7359,-94.4367,America/Chicago,56075 56031
23403,"Carroll,NE",Wayne,27,213,539,42.2758,-97.1908,America/Chicago,68723
23404,"Bryant,IL",Fulton,13,213,332,40.4655,-90.0948,America/Chicago,61519
23405,"Dunmor,KY",Muhlenberg,17,213,31,37.0753,-86.9951,America/Chicago,42256 42339
23406,"Ocean City,WA",Grays Harbor,47,213,24,47.0762,-124.1619,America/Los_Angeles,98569
23407,"Realitos,TX",Duval,43,213,309,27.4454,-98.5303,America/Chicago,78376
23408,"Oxbow Estates,AZ",Gila,3,213,167,34.1824,-111.343,America/Phoenix,85541
23409,"Deer Park,WI",St. Croix,49,213,89,45.1885,-92.3878,America/Chicago,54007
23410,"Stout,IA",Grundy,15,212,280,42.527,-92.7116,America/Chicago,50673 50665
23411,"Bassfield,MS",Jefferson Davis,24,212,81,31.4959,-89.7449,America/Chicago,39421
23412,"Nehawka,NE",Cass,27,212,361,40.8295,-95.9901,America/Chicago,68413
23413,"Tillar,AR",Drew,4,212,104,33.7109,-91.4517,America/Chicago,71670
23414,"Curtiss,WI",Clark,49,212,119,44.9521,-90.435,America/Chicago,54422
23415,"Jalapa,IN",Grant,14,212,25,40.6263,-85.7464,America/Indiana/Indianapolis,46952
23416,"Reliance,SD",Lyman,41,212,75,43.88,-99.6018,America/Chicago,57569
23417,"Aline,OK",Alfalfa,36,212,311,36.5096,-98.4486,America/Chicago,73716
23418,"Roxobel,NC",Bertie,33,212,78,36.2015,-77.2398,America/New_York,27872
23419,"Gresham,NE",York,27,212,303,41.0284,-97.4011,America/Chicago,68367
23420,"Beardsley,MN",Big Stone,23,212,174,45.5577,-96.7139,America/Chicago,56211
23421,"Sunizona,AZ",Cochise,3,212,9,31.8841,-109.6328,America/Phoenix,85625
23422,"Samoa,CA",Humboldt,5,212,97,40.8146,-124.1893,America/Los_Angeles,95564
23423,"Shanksville,PA",Somerset,38,212,414,40.0173,-78.9069,America/New_York,15560 15563 15541
23424,"San Luis,NM",Sandoval,31,212,9,35.7009,-107.0431,America/Denver,87053
23425,"Montrose,GA",Laurens,10,212,50,32.5595,-83.1535,America/New_York,31065
23426,"Larkspur,CO",Douglas,6,212,51,39.2318,-104.892,America/Denver,80118
23427,"Stanwood,MI",Mecosta,22,212,337,43.5805,-85.4481,America/Detroit,49346
23428,"Danville,GA",Twiggs,10,212,103,32.606,-83.246,America/New_York,31017
23429,"Delmita,TX",Starr,43,212,26,26.6851,-98.4231,America/Chicago,78536
23430,"St. Charles,AR",Arkansas,4,212,91,34.3732,-91.1373,America/Chicago,72140
23431,"Woodruff,UT",Rich,44,212,113,41.5212,-111.1639,America/Denver,84086
23432,"Little River,CA",Mendocino,5,212,48,39.2703,-123.7817,America/Los_Angeles,95456 95460
23433,"Elk Garden,WV",Mineral,48,212,317,39.3862,-79.1556,America/New_York,26717
23434,"Maxwell,NM",Colfax,31,212,172,36.5411,-104.5431,America/Denver,87728
23435,"Parral,OH",Tuscarawas,35,212,454,40.5609,-81.495,America/New_York,44622
23436,"Mayview,MO",Lafayette,25,212,523,39.0527,-93.8327,America/Chicago,64071
23437,"Nanwalek,AK",Kenai Peninsula,2,212,9,59.3302,-151.911,America/Anchorage,99603
23438,"White Shield,ND",McLean,34,212,21,47.6601,-101.8436,America/Chicago,58775 58540
23439,"Garden,MI",Delta,22,211,98,45.773,-86.5529,America/Detroit,49835
23440,"Kansas,AL",Walker,1,211,80,33.9029,-87.5568,America/Chicago,35549 35501 35573
23441,"Burnett,WI",Dodge,49,211,325,43.5065,-88.7084,America/Chicago,53922
23442,"Roy,NM",Harding,31,211,39,35.9451,-104.1963,America/Denver,87743
23443,"Magness,AR",Independence,4,211,132,35.703,-91.4821,America/Chicago,72562 72501 72553
23444,"Selden,KS",Sheridan,16,211,268,39.5417,-100.5669,America/Chicago,67757
23445,"Tulare,SD",Spink,41,211,318,44.7382,-98.5089,America/Chicago,57476
23446,"La Vina,CA",Madera,5,211,808,36.8799,-120.1147,America/Los_Angeles,93637
23447,"Wind Ridge,PA",Greene,38,211,26,39.9113,-80.4319,America/New_York,15380 15337
23448,"Grygla,MN",Marshall,23,211,140,48.2996,-95.624,America/Chicago,56727
23449,"Hornbrook,CA",Siskiyou,5,211,69,41.9079,-122.5596,America/Los_Angeles,96044
23450,"Harvel,IL",Montgomery,13,211,112,39.3577,-89.5323,America/Chicago,62538
23451,"Index,WA",Snohomish,47,211,354,47.8212,-121.5562,America/Los_Angeles,98256
23452,"Wyaconda,MO",Clark,25,211,126,40.3921,-91.9261,America/Chicago,63474
23453,"Radom,IL",Washington,13,211,77,38.2798,-89.1921,America/Chicago,62876
23454,"Cross Timbers,MO",Hickory,25,211,182,38.0242,-93.2294,America/Chicago,65634
23455,"Hazelton,ND",Emmons,34,211,212,46.4858,-100.2811,America/Chicago,58544
23457,"Mulberry,SC",Sumter,40,211,41,33.9565,-80.3315,America/New_York,29153
23458,"Hitterdal,MN",Clay,23,211,95,46.9778,-96.2584,America/Chicago,56552
23459,"Alsey,IL",Scott,13,210,147,39.5593,-90.4329,America/Chicago,62082 62610 62694
23460,"Huttonsville,WV",Randolph,48,210,267,38.7138,-79.9766,America/New_York,26273
23461,"Ashville,PA",Cambria,38,210,453,40.5601,-78.5472,America/New_York,16613
23462,"Aneta,ND",Nelson,34,210,81,47.6795,-97.9897,America/Chicago,58212
23463,"McNary,LA",Rapides,18,210,44,30.9895,-92.5794,America/Chicago,71433
23464,"Ehrenfeld,PA",Cambria,38,210,187,40.3743,-78.7761,America/New_York,15956
23465,"St. Regis,MT",Mineral,26,210,94,47.3016,-115.1013,America/Denver,59866
23466,"Chickaloon,AK",Matanuska-Susitna,2,210,1,61.804,-148.4103,America/Anchorage,99674
23467,"Little Browning,MT",Glacier,26,210,80,48.6252,-112.3501,America/Denver,59427
23468,"Mesic,NC",Pamlico,33,210,78,35.2034,-76.645,America/New_York,28515
23469,"Mobile City,TX",Rockwall,43,210,5377,32.9228,-96.4111,America/Chicago,75087
23470,"Ollie,IA",Keokuk,15,210,81,41.1991,-92.0923,America/Chicago,52576
23471,"Clear Creek,CA",Lassen,5,210,71,40.3023,-121.0531,America/Los_Angeles,96137
23472,"Arkansaw,WI",Pepin,49,210,113,44.6334,-92.0222,America/Chicago,54721
23473,"Colp,IL",Williamson,13,210,604,37.8073,-89.0786,America/Chicago,62921 62918
23474,"Vinton,OH",Gallia,35,210,68,38.9776,-82.3374,America/New_York,45686
23475,"Hardesty,OK",Texas,36,210,363,36.6147,-101.1936,America/Chicago,73944
23476,"Sylvania,PA",Bradford,38,210,72,41.8029,-76.8607,America/New_York,16947 16945
23477,"Joice,IA",Worth,15,210,81,43.3648,-93.4581,America/Chicago,50446
23478,"Keller,WA",Ferry,47,210,8,48.0852,-118.7164,America/Los_Angeles,99140
23479,"Daviston,AL",Tallapoosa,1,210,8,33.0556,-85.6371,America/Chicago,36256
23480,"Augusta Springs,VA",Augusta,46,210,21,38.1079,-79.3352,America/New_York,24411 24430
23481,"Jim Falls,WI",Chippewa,49,210,133,45.0472,-91.2712,America/Chicago,54748
23482,"Sand Coulee,MT",Cascade,26,210,30,47.4026,-111.172,America/Denver,59472
23483,"Organ,NM",Doña Ana,31,210,93,32.4251,-106.6024,America/Denver,88052
23484,"Hanging Rock,OH",Lawrence,35,209,145,38.5599,-82.7274,America/New_York,45638
23485,"St. Martin,OH",Brown,35,209,41,39.2117,-83.8844,America/New_York,45142
23486,"Burns,KS",Marion,16,209,234,38.0897,-96.8877,America/Chicago,66840
23487,"Buffalo,KS",Wilson,16,209,254,37.7091,-95.6969,America/Chicago,66717
23488,"Toronto,SD",Deuel,41,209,262,44.5723,-96.6414,America/Chicago,57268
23489,"Rake,IA",Winnebago,15,209,99,43.4806,-93.9202,America/Chicago,50465
23490,"Lucas,IA",Lucas,15,209,83,41.0322,-93.4611,America/Chicago,50151
23491,"Gotebo,OK",Kiowa,36,209,105,35.0711,-98.8744,America/Chicago,73041
23492,"Richvale,CA",Butte,5,209,87,39.4937,-121.7507,America/Los_Angeles,95965
23493,"Daphnedale Park,CA",Modoc,5,209,60,41.5089,-120.5507,America/Los_Angeles,96101
23494,"Patriot,IN",Switzerland,14,209,368,38.8366,-84.8293,America/Indiana/Vevay,47038
23495,"Bloomington,ID",Bear Lake,12,209,84,42.1908,-111.4042,America/Boise,83261 83223 83272
23496,"Caulksville,AR",Logan,4,209,59,35.3017,-93.868,America/Chicago,72951 72855
23497,"Magnolia,MN",Rock,23,209,101,43.6441,-96.0752,America/Chicago,56158
23498,"Union,AL",Greene,1,209,98,32.9938,-87.9071,America/Chicago,35462
23499,"Burr Oak,IA",Winneshiek,15,209,117,43.458,-91.8619,America/Chicago,52101
23500,"Morristown,AZ",Maricopa,3,209,100,33.8548,-112.6135,America/Phoenix,85342
23501,"Fountain Run,KY",Monroe,17,209,61,36.7238,-85.9561,America/Chicago,42133
23502,"Helena,OH",Sandusky,35,209,277,41.3403,-83.2921,America/New_York,43435
23503,"Mount Gretna,PA",Lebanon,38,209,559,40.2456,-76.4717,America/New_York,17064
23504,"Dundee,OH",Tuscarawas,35,209,103,40.5868,-81.6069,America/New_York,44624
23505,"Washtucna,WA",Adams,47,208,121,46.7539,-118.3106,America/Los_Angeles,99371
23506,"Big Falls,MN",Koochiching,23,208,13,48.1794,-93.8092,America/Chicago,56627
23507,"Ida,LA",Caddo,18,208,57,33.0001,-93.8949,America/Chicago,71044
23508,"Ursina,PA",Somerset,38,208,89,39.8153,-79.3325,America/New_York,15424 15485
23509,"Linden,IA",Dallas,15,208,102,41.6427,-94.27,America/Chicago,50146
23510,"Argyle,GA",Clinch,10,208,46,31.0732,-82.6489,America/New_York,31634 31623
23511,"Panama,IA",Shelby,15,208,280,41.7263,-95.4754,America/Chicago,51562
23512,"Rackerby,CA",Butte,5,208,27,39.4261,-121.3542,America/Los_Angeles,95966 95914
23513,"Hatfield,WI",Jackson,49,208,60,44.4164,-90.7409,America/Chicago,54754
23514,"Pocasset,OK",Grady,36,208,29,35.178,-97.9592,America/Chicago,73004 73079
23515,"St. Johns,IL",Perry,13,208,110,38.0333,-89.24,America/Chicago,62832
23516,"Walstonburg,NC",Greene,33,208,197,35.596,-77.6981,America/New_York,27888
23517,"Anniston,MO",Mississippi,25,208,205,36.8243,-89.3267,America/Chicago,63820
23518,"Woodloch,TX",Montgomery,43,208,951,30.2173,-95.4132,America/Chicago,77385
23519,"Pleasant Dale,NE",Seward,27,208,713,40.7913,-96.933,America/Chicago,68423
23520,"Conconully,WA",Okanogan,47,208,380,48.5585,-119.7522,America/Los_Angeles,98819
23521,"Ukiah,OR",Umatilla,37,208,329,45.1344,-118.933,America/Los_Angeles,97880
23522,"Kinderhook,IL",Pike,13,208,99,39.7037,-91.1526,America/Chicago,62345
23523,"Gordon,OH",Darke,35,208,487,39.9303,-84.5091,America/New_York,45304
23524,"Gilson,IL",Knox,13,208,344,40.863,-90.1998,America/Chicago,61436
23525,"Kossuth,MS",Alcorn,24,208,83,34.8726,-88.6428,America/Chicago,38834
23526,"Franks Field,WI",Ashland,49,208,63,46.5522,-90.5989,America/Chicago,54806
23527,"Eastvale,PA",Beaver,38,207,883,40.7669,-80.3148,America/New_York,15010
23528,"Plaza,ND",Mountrail,34,207,73,48.026,-101.9594,America/Chicago,58771
23529,"Jackson Center,PA",Mercer,38,207,70,41.2731,-80.1397,America/New_York,16133
23530,"Garrison,MN",Crow Wing,23,207,76,46.2992,-93.8262,America/Chicago,56450
23531,"Arriba,CO",Lincoln,6,207,160,39.2843,-103.274,America/Denver,80804
23532,"Nunam Iqua,AK",Kusilvak,2,207,6,62.511,-164.8998,America/Nome,99666
23533,"South English,IA",Keokuk,15,207,266,41.4521,-92.0905,America/Chicago,52335
23534,"Kell,IL",Marion,13,207,79,38.4912,-88.9032,America/Chicago,62853
23535,"Cantril,IA",Van Buren,15,207,157,40.6428,-92.0686,America/Chicago,52542
23536,"Low Moor,VA",Alleghany,46,207,75,37.7943,-79.8706,America/New_York,24457
23537,"South Lima,NY",Livingston,32,207,90,42.8575,-77.6761,America/New_York,14485 14487
23538,"Curran,IL",Sangamon,13,207,40,39.7421,-89.7783,America/Chicago,62670
23539,"Bynum,TX",Hill,43,207,596,31.9689,-97.003,America/Chicago,76631
23540,"Rio,IL",Knox,13,207,255,41.1093,-90.3987,America/Chicago,61472
23541,"Elliston,MT",Powell,26,207,9,46.5587,-112.4639,America/Denver,59728
23542,"Monroe,OK",Le Flore,36,207,57,34.9937,-94.5155,America/Chicago,74953 74940 74947
23543,"Oakdale,TN",Morgan,42,207,91,35.9896,-84.5573,America/New_York,37829
23544,"Geddes,SD",Charles Mix,41,207,109,43.254,-98.6974,America/Chicago,57342
23545,"Dubois,IN",Dubois,14,207,50,38.4458,-86.7978,America/Indiana/Vincennes,47527
23546,"Topaz Lake,NV",Douglas,28,207,67,38.6976,-119.5427,America/Los_Angeles,89410
23547,"Penelope,TX",Hill,43,207,80,31.8585,-96.9281,America/Chicago,76676
23548,"Malden,WA",Whitman,47,206,120,47.2296,-117.4731,America/Los_Angeles,99149
23549,"Sumpter,OR",Baker,37,206,36,44.7435,-118.1975,America/Los_Angeles,97877
23550,"Falls View,WV",Fayette,48,206,240,38.1297,-81.2539,America/New_York,25040 25002
23551,"Denton,NE",Lancaster,27,206,650,40.7392,-96.846,America/Chicago,68339
23552,"Albin,WY",Laramie,50,206,542,41.4174,-104.1019,America/Denver,82050
23553,"Glenwood,MO",Schuyler,25,206,107,40.5243,-92.5765,America/Chicago,63541
23554,"Ramona,SD",Lake,41,206,289,44.1199,-97.2154,America/Chicago,57054
23555,"New Leipzig,ND",Grant,34,206,89,46.3758,-101.9516,America/Denver,58562
23556,"New Minden,IL",Washington,13,206,287,38.438,-89.3705,America/Chicago,62263
23557,"Browndell,TX",Jasper,43,206,32,31.1254,-93.9802,America/Chicago,75931
23558,"Jacksonville,VT",Windham,45,206,69,42.7976,-72.8192,America/New_York,5342
23559,"Elizabeth,IN",Harrison,14,206,304,38.124,-85.9736,America/Kentucky/Louisville,47117
23560,"Adona,AR",Perry,4,206,83,35.0399,-92.8991,America/Chicago,72001
23561,"Knox City,MO",Knox,25,206,377,40.1441,-92.0103,America/Chicago,63446
23562,"Napeague,NY",Suffolk,32,206,21,40.995,-72.0707,America/New_York,11930
23563,"Gail,TX",Borden,43,206,39,32.767,-101.4465,America/Chicago,79738
23564,"Chapman,PA",Northampton,38,206,241,40.7585,-75.4013,America/New_York,18014
23565,"Woden,IA",Hancock,15,206,188,43.2308,-93.9114,America/Chicago,50484
23566,"Verona,IL",Grundy,13,206,480,41.2156,-88.5047,America/Chicago,60479
23567,"Port Royal,VA",Caroline,46,206,122,38.1657,-77.1989,America/New_York,22538 22535
23568,"Kempton,IL",Ford,13,206,482,40.9355,-88.2362,America/Chicago,60946
23569,"Milton Mills,NH",Strafford,29,206,92,43.5037,-70.9654,America/New_York,3852
23570,"Milford,CA",Lassen,5,206,15,40.1634,-120.3686,America/Los_Angeles,96121
23571,"Black Butte Ranch,OR",Deschutes,37,206,9,44.3577,-121.6588,America/Los_Angeles,97759
23572,"Reydon,OK",Roger Mills,36,206,176,35.6503,-99.9237,America/Chicago,73660
23573,"Salt Point,NY",Dutchess,32,206,95,41.806,-73.7901,America/New_York,12578
23574,"Aurora,WV",Preston,48,206,37,39.3254,-79.5546,America/New_York,26705
23575,"Malta,ID",Cassia,12,205,57,42.3075,-113.3693,America/Boise,83342
23576,"Mineral,WA",Lewis,47,205,118,46.7193,-122.1859,America/Los_Angeles,98355
23577,"Schoenchen,KS",Ellis,16,205,636,38.713,-99.3324,America/Chicago,67667 67601
23578,"Lake Bronson,MN",Kittson,23,205,149,48.7322,-96.664,America/Chicago,56734
23579,"Sylvia,KS",Reno,16,205,273,37.9589,-98.4085,America/Chicago,67581
23580,"Stollings,WV",Logan,48,205,220,37.8409,-81.9624,America/New_York,25646 25601
23581,"Slaughters,KY",Webster,17,205,344,37.4901,-87.5021,America/Chicago,42456
23582,"Palmer,IL",Christian,13,205,79,39.4586,-89.4079,America/Chicago,62556
23583,"Leipsic,DE",Kent,8,205,266,39.243,-75.5155,America/New_York,19977 19901
23584,"Elgin,PA",Erie,38,205,53,41.907,-79.7465,America/New_York,16407 16413
23585,"Birmingham,MO",Clay,25,205,140,39.1674,-94.4502,America/Chicago,64161
23586,"Frierson,LA",De Soto,18,205,143,32.2487,-93.6893,America/Chicago,71027
23587,"Ute Park,NM",Colfax,31,205,23,36.5467,-105.1038,America/Denver,87749
23588,"Wilmore,PA",Cambria,38,205,238,40.3877,-78.717,America/New_York,15946 15962 15958
23589,"Whittier,AK",Valdez-Cordova,2,205,6,60.7852,-148.6455,America/Anchorage,99693 99686
23590,"Mekoryuk,AK",Bethel,2,205,11,60.3704,-166.267,America/Nome,99630
23591,"McBride,MI",Montcalm,22,205,204,43.3521,-85.0441,America/Detroit,48852 48829
23592,"Noma,FL",Holmes,9,205,74,30.9802,-85.6223,America/Chicago,32425 32452
23593,"Flasher,ND",Morton,34,205,124,46.4521,-101.2324,America/North_Dakota/New_Salem,58535
23594,"Litchfield,CA",Lassen,5,205,20,40.3877,-120.3809,America/Los_Angeles,96117
23595,"Bruce,SD",Brookings,41,205,213,44.4378,-96.8906,America/Chicago,57220
23596,"Slayden,TN",Dickson,42,205,51,36.2913,-87.4656,America/Chicago,37165 37051
23597,"Chatham,MI",Alger,22,205,32,46.3441,-86.9313,America/Detroit,49816
23598,"Stillwater,PA",Columbia,38,205,25,41.1506,-76.3693,America/New_York,17878
23599,"Chula,MO",Livingston,25,205,444,39.9219,-93.4774,America/Chicago,64635
23600,"Hanover,NM",Grant,31,205,56,32.8149,-108.0897,America/Denver,88041
23601,"Little Sturgeon,WI",Door,49,205,33,44.8422,-87.5743,America/Chicago,54235
23602,"Windom,TX",Fannin,43,205,143,33.5647,-95.9985,America/Chicago,75492
23603,"Adair,IL",McDonough,13,205,184,40.4183,-90.4974,America/Chicago,61411
23604,"Hiseville,KY",Barren,17,204,107,37.1008,-85.8149,America/Chicago,42127 42141 42152
23605,"Halliday,ND",Dunn,34,204,173,47.3522,-102.3388,America/Denver,58636
23606,"Van Wert,IA",Decatur,15,204,238,40.871,-93.7918,America/Chicago,50262
23607,"Kenilworth,UT",Carbon,44,204,104,39.6803,-110.8145,America/Denver,84529
23608,"Edgerton,WY",Natrona,50,204,311,43.4142,-106.2477,America/Denver,82635
23609,"Blodgett,MO",Scott,25,204,599,37.0049,-89.5264,America/Chicago,63824 63801
23610,"Chupadero,NM",Santa Fe,31,204,43,35.8144,-105.9198,America/Denver,87506
23611,"Storden,MN",Cottonwood,23,204,355,44.0396,-95.3193,America/Chicago,56174
23612,"Reevesville,SC",Dorchester,40,204,48,33.2021,-80.6456,America/New_York,29471
23613,"Spurgeon,IN",Pike,14,204,449,38.2554,-87.2587,America/Indiana/Petersburg,47584 47660
23614,"Clutier,IA",Tama,15,204,103,42.0793,-92.4036,America/Chicago,52217
23615,"Karns City,PA",Butler,38,204,217,40.997,-79.7263,America/New_York,16041 16050
23616,"Smolan,KS",Saline,16,204,711,38.7383,-97.6845,America/Chicago,67456
23617,"Moorhead,IA",Monona,15,204,243,41.9244,-95.8507,America/Chicago,51558
23618,"Pennington,AL",Choctaw,1,204,40,32.1994,-88.0494,America/Chicago,36916
23619,"Gold Hill,CO",Boulder,6,204,37,40.0597,-105.4189,America/Denver,80455 80302
23620,"Summit,OR",Benton,37,204,253,44.6361,-123.5768,America/Los_Angeles,97326
23621,"Belk,AL",Fayette,1,204,56,33.6516,-87.9286,America/Chicago,35545 35574 35555
23622,"Madison,MD",Dorchester,20,204,24,38.5149,-76.2155,America/New_York,21648 21677
23623,"Halifax,NC",Halifax,33,204,172,36.3255,-77.5901,America/New_York,27839
23624,"Acampo,CA",San Joaquin,5,204,84,38.1735,-121.2798,America/Los_Angeles,95220
23625,"Belle Mead,NJ",Somerset,30,203,109,40.4645,-74.6725,America/New_York,8502
23626,"Canadian,OK",Pittsburg,36,203,106,35.1741,-95.6496,America/Chicago,74425
23627,"Froid,MT",Roosevelt,26,203,125,48.338,-104.4908,America/Denver,59226
23628,"Buncombe,IL",Johnson,13,203,66,37.4715,-88.9746,America/Chicago,62912
23629,"Frederika,IA",Bremer,15,203,220,42.8835,-92.3054,America/Chicago,50676 50674
23630,"Benedict,MD",Charles,20,203,335,38.5116,-76.6797,America/New_York,20612
23631,"Creston,NE",Platte,27,203,378,41.7081,-97.3625,America/Chicago,68631
23632,"Cameron,LA",Cameron,18,203,6,29.787,-93.2925,America/Chicago,70631
23633,"Pollard,AR",Clay,4,203,264,36.4296,-90.267,America/Chicago,72456
23634,"Black,AL",Geneva,1,203,25,31.0102,-85.7428,America/Chicago,36314
23635,"Jackson,NE",Dakota,27,203,174,42.4507,-96.579,America/Chicago,68743
23636,"Standard,IL",Putnam,13,203,110,41.2558,-89.1818,America/Chicago,61326 61363
23637,"Goree,TX",Knox,43,203,54,33.468,-99.5236,America/Chicago,76363
23638,"Hayes Center,NE",Hayes,27,203,290,40.511,-101.0204,America/Chicago,69032
23639,"Tuscumbia,MO",Miller,25,203,227,38.2369,-92.4601,America/Chicago,65082
23640,"Wellman,TX",Terry,43,203,230,33.047,-102.4274,America/Chicago,79378
23641,"Big Island,VA",Bedford,46,203,95,37.5351,-79.3615,America/New_York,24526
23642,"Lunenburg,VA",Lunenburg,46,203,36,36.9584,-78.2682,America/New_York,23974 23952
23643,"Yeehaw Junction,FL",Osceola,9,203,41,27.6993,-80.8871,America/New_York,34972
23644,"College Springs,IA",Page,15,203,71,40.6213,-95.1212,America/Chicago,51630 51637
23645,"Brinson,GA",Decatur,10,202,38,30.9784,-84.7379,America/New_York,39825
23646,"Falling Spring,WV",Greenbrier,48,202,151,37.9926,-80.3576,America/New_York,24966
23647,"Gary,MN",Norman,23,202,242,47.3725,-96.2656,America/Chicago,56545
23648,"Vermilion,IL",Edgar,13,202,142,39.5802,-87.5879,America/Chicago,61944 61955
23649,"Guide Rock,NE",Webster,27,202,157,40.0738,-98.3288,America/Chicago,68942
23650,"Nauvoo,AL",Walker,1,202,78,33.9873,-87.4876,America/Chicago,35578
23651,"Braman,OK",Kay,36,202,450,36.9237,-97.3351,America/Chicago,74632
23652,"Industry,CA",Los Angeles,5,202,6,34.0175,-117.9267,America/Los_Angeles,91748 91789 91745 91746 91744 91714 91715
23653,"Cottonwood,TX",Kaufman,43,202,50,32.4622,-96.3954,America/Chicago,75158
23654,"Fort Yates,ND",Sioux,34,202,1293,46.0866,-100.63,America/Chicago,58538
23655,"Haywood City,MO",Scott,25,202,182,37.0117,-89.6003,America/Chicago,63771
23656,"Bluewater Acres,NM",Cibola,31,202,24,35.2667,-108.1351,America/Denver,87323
23657,"Yellow Bluff,AL",Wilcox,1,202,168,31.9622,-87.4808,America/Chicago,36769
23658,"Egg Harbor,WI",Door,49,202,31,45.0528,-87.2826,America/Chicago,54209
23659,"Tappen,ND",Kidder,34,202,74,46.8715,-99.6269,America/Chicago,58487
23660,"Matoaka,WV",Mercer,48,202,295,37.4182,-81.2417,America/New_York,24736
23661,"Koliganek,AK",Dillingham,2,202,4,59.6971,-157.2258,America/Anchorage,99576
23662,"Capulin,CO",Conejos,6,202,82,37.2819,-106.1051,America/Denver,81140 81124
23663,"Surrency,GA",Appling,10,202,100,31.7215,-82.1988,America/New_York,31563
23664,"Elbert,CO",Elbert,6,202,164,39.2189,-104.5403,America/Denver,80106
23665,"Trail Side,CO",Morgan,6,202,108,40.2493,-103.8432,America/Denver,80701
23666,"De Smet,ID",Benewah,12,202,81,47.141,-116.9113,America/Los_Angeles,83824
23667,"Pine Village,IN",Warren,14,202,647,40.4495,-87.2534,America/Indiana/Indianapolis,47975
23668,"Seaton,IL",Mercer,13,202,49,41.1023,-90.7991,America/Chicago,61476
23669,"San Jon,NM",Quay,31,202,26,35.1113,-103.3363,America/Denver,88434
23670,"St. Johns,OH",Auglaize,35,202,203,40.5558,-84.0796,America/New_York,45884 45895
23671,"Garland,WY",Park,50,202,22,44.7777,-108.6542,America/Denver,82435
23672,"Highwood,MT",Chouteau,26,201,17,47.5991,-110.7677,America/Denver,59450
23673,"Bethel,DE",Sussex,8,201,176,38.571,-75.6196,America/New_York,19931
23674,"Monterey,IN",Pulaski,14,201,424,41.1561,-86.4822,America/Indiana/Winamac,46960
23675,"White Mountain,AK",Nome,2,201,42,64.6812,-163.4228,America/Nome,99784
23676,"Barnett,MO",Morgan,25,201,284,38.3775,-92.6746,America/Chicago,65011
23677,"Glendo,WY",Platte,50,201,131,42.5048,-105.0249,America/Denver,82213
23678,"Bulpitt,IL",Christian,13,201,1128,39.5919,-89.4258,America/Chicago,62517
23679,"Oldtown,ID",Bonner,12,201,94,48.1839,-117.0207,America/Los_Angeles,83822
23680,"Hanston,KS",Hodgeman,16,201,287,38.1231,-99.7127,America/Chicago,67849
23681,"Altamont,MO",Daviess,25,201,303,39.8885,-94.0867,America/Chicago,64640 64620
23682,"Glenfield,PA",Allegheny,38,201,94,40.5207,-80.1333,America/New_York,15143
23683,"Rollins,MT",Lake,26,201,26,47.9106,-114.1948,America/Denver,59931
